average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
4.236111,0.1388889999999998,8.208333,3.302,243.0,-0.9722220000000004,52.63171594409561
3.875,-0.7222220000000004,10.055556,39.9770320563178,244.0,-1.625,70.841314
4.763889,0.5972220000000004,8.402778,5.0165,247.0,-0.6111110000000002,71.117248
4.555556,1.125,8.708333,3.81,247.0,0.7222220000000004,77.33864
4.763889,13.393766682895183,11.361111,2.4765,203.0,-3.361111,60.76238
4.125,-0.375,14.800894356692012,2.4765,211.0,-2.111111,65.127573
20.265527339069127,1.1527779999999996,11.222222,5.0165,247.0,-0.8888889999999998,65.849295
7.458333,2.75,13.875,2.4765,246.0,1.9444440000000007,68.676783
25.910950680663348,2.583333,12.152762205404487,2.6035,207.0,2.388888999999999,74.404557
5.333333,2.708333,8.555556,2.7305,249.0,11.324322225080136,78.658227
2.972222,-1.2083329999999997,14.836347285808262,1.2065,211.0,-3.722222,63.215412
12.88274052661854,-2.430556,9.361111,0.0635,247.0,-5.069444,54.25777669044566
3.0,-2.041667,9.388889,5.0165,247.0,-4.5,60.168032
5.138889,-0.4027779999999996,11.236111,5.0165,246.0,-3.069444,57.351778
25.017012089256404,1.0972220000000004,12.58107487290376,2.4765,207.0,-1.861111,61.252592
5.986111,1.3333329999999997,11.291667,2.4765,247.0,0.5972220000000004,69.088576
5.083333,0.5833329999999997,9.430556,2.54,248.0,1.4166670000000003,77.534498
3.486111,-0.7777779999999996,9.013889,7.789333,30.0,-2.055556,67.46733
3.041667,-0.0277779999999996,14.51165884291279,9.990667,208.0,-4.972222,58.125323
0.875,-2.25,3.75,7.493000000000001,248.0,-5.777778,65.257062
4.680556,0.5,6.666667,0.9525,250.0,10.774083026408556,75.255009
5.041667,13.937218910646976,8.125,14.732,20.0,4.027778,93.324597
5.527778,0.6944439999999998,8.819444,39.3065,41.0,4.486111000000001,92.999988
4.430556,0.3888889999999998,9.916667,30.1625710225296,269.0,2.0,84.372878
9.19140708722198,1.1805560000000002,8.875,42.71270062773609,251.0,2.402778,82.47903
4.652778,1.819444,8.055556,0.592667,249.0,3.1666670000000003,90.083551
3.875,-0.25,8.208333,0.8254999999999999,279.0,1.5,85.00468
6.152778,14.011401613677322,11.680556,0.127,205.0,2.5416670000000003,78.103159
5.722222,0.5138889999999998,11.583333,0.508,248.0,10.31482814459634,71.143239
7.847222000000001,4.166667,14.262312206369934,0.0635,219.0,11.694492340436938,84.981803
9.388889,5.902778,14.513889,0.592667,246.0,6.624999999999998,82.942981
8.722222,3.6944440000000007,15.277778,0.0,248.0,11.454000964316606,83.646839
10.652778,4.875,17.763889,1.778,244.0,5.930555999999999,72.713263
11.402778,6.069444000000001,18.402778,0.0,242.0,4.375,50.58565540702903
9.152778,4.388888999999999,14.986111,0.0,243.0,0.9027779999999996,51.32270368529093
5.125,0.5972220000000004,10.555556,2.413,247.0,-4.305556,53.732378
4.791667,-0.9583329999999995,11.999999999999998,0.0,247.0,-3.833333,55.528199
18.17471757614279,1.125,10.888889,0.0,250.0,-1.3194439999999998,61.732936
6.083333,1.25,11.958333,0.0,248.0,0.6944440000000007,69.123634
7.222222,2.069444,12.972222,0.0635,248.0,3.4305559999999997,77.239265
10.75,5.666667,16.416667,35.10447681496477,241.0,3.081010066143632,73.062773
10.0,6.486111000000001,14.125,40.19096758627748,243.0,6.0,76.354432
7.916666999999999,4.305555999999999,12.708333,40.470667,237.0,12.283500616304996,45.1085171432693
8.347222,2.9444440000000007,14.805556,22.479,232.0,4.166667,75.391154
8.791667,3.5694440000000007,14.652778,39.748733308913465,242.0,3.777778,70.875799
8.638889,2.4583330000000005,16.027778,12.5095,238.0,2.6805559999999997,66.539853
10.430556,5.666667,16.583333000000003,7.493000000000001,242.0,3.708333,65.121783
9.347222,5.083333,15.611111,30.63408547502041,242.0,3.6968592380689382,62.49465736503649
6.013889,1.375,11.458333,40.02554465075397,243.0,1.1944440000000007,71.220861
5.75,0.2083329999999996,12.680556,5.0165,245.0,-0.1805560000000001,66.029184
7.138889,-0.2777779999999996,16.430556,0.0635,241.0,-1.125,51.90601535588432
7.458333,2.0277779999999987,14.861111,2.4765,246.0,0.9305559999999992,64.291431
8.805556,1.9305559999999995,17.361111000000005,2.4765,244.0,9.054203546734094,56.696064
8.055222346381068,10.202949079289914,18.25,39.01765698700761,201.0,1.8194440000000007,70.14045689022683
10.166667,3.013888999999999,19.263889,0.0,244.0,0.9027779999999996,53.294328
8.138889,2.180556000000001,14.708333,0.0,10.0,1.8194440000000007,65.508196
5.944444,3.0,10.958333,4.318,247.0,-0.8194439999999998,63.92458
7.0,0.8333329999999997,13.527778,3.640667,10.0,1.1527779999999996,67.817228
9.083333,11.0915032570709,14.736111,33.588899065559865,196.0,4.958333,75.644692
9.25,4.958333,15.847222,0.254,246.0,4.638888999999999,73.031729
8.666667,4.430555999999999,14.804888442792352,5.588,209.0,2.8194440000000007,66.895355
6.125,0.6527779999999996,10.333333,11.049,20.0,1.4305559999999993,72.258938
23.868154058024167,0.2083329999999996,13.695910076724228,7.9375,30.0,12.853208132872105,46.18341917857492
7.611111,2.1527779999999987,13.236111,9.8425,241.0,3.527778,76.364968
7.833333,14.021937480254234,12.208333,4.318,203.0,4.944444000000001,82.09897
3.9861110000000006,11.41328863459027,8.347222,34.844293147852895,203.0,-1.125,69.953066
5.569444,0.875,10.652778,4.572,246.0,-1.0555560000000002,63.809602
8.444444,10.88792101580918,14.875,33.08598537613964,195.0,1.375,61.683704
21.44484851929808,2.777778,11.458333,8.4455,245.0,0.9722220000000004,68.238379
7.819444000000001,3.75,12.805556,39.937162759219646,243.0,2.1666670000000003,67.643624
11.305556,5.25,18.166667,0.0,245.0,6.972222,74.742166
21.38454623702621,6.25,16.000000000000004,0.0,248.0,8.805556,84.317691
10.222222,7.25,12.638889,1.016,247.0,6.194444000000001,76.681348
8.722222,4.388888999999999,13.138889,40.05142504643392,243.0,3.833333,71.561655
9.5,1.3055560000000002,16.25,0.0,246.0,5.138888999999999,74.460417
7.472222,4.527778,10.402778,40.96566564610863,245.0,6.055555999999999,90.839245
9.361111,6.055555999999999,12.486111,13.589,239.0,6.347222,81.615973
10.458333,5.555555999999999,16.625,0.0635,246.0,6.166667,74.942589
10.694444,5.208333,17.319444,0.0,246.0,3.611111000000001,61.965297
9.583333,4.986111000000001,15.791667,9.9695,240.0,2.5694440000000007,61.902461
8.791667,3.513888999999999,15.013889,39.59856452484798,242.0,3.3055559999999997,68.712027
9.305556,5.347222,14.208333,3.302,245.0,4.819444000000001,73.783193
8.291667,5.041667,11.777778,0.0635,248.0,5.583333,83.202701
7.75,3.4166670000000003,14.180556,0.508,20.0,14.651599597583296,73.596334
4.416667,0.3055560000000001,9.152778,1.2065,249.0,0.0416670000000003,73.840408
2.416667,-1.5416669999999997,7.791667,1.3335,249.0,-1.375,76.753431
4.638889,12.973087384554743,11.111111,5.0165,51.0,-1.3472220000000004,65.204931
8.25,13.306101863819958,14.625,0.0,203.0,0.9305559999999992,60.247821
19.653936023017764,2.833333,15.138889,2.667,247.0,1.8194440000000007,63.771398
3.236111,1.3194439999999998,9.375,2.921,250.0,11.845376366366269,83.88281
6.111111,1.819444,10.847222,2.667,247.0,3.1666670000000003,82.144716
7.388889,4.5,10.652778,38.12001622037363,10.0,4.763888999999999,83.966956
7.208333,4.819444000000001,10.666667,2.413,244.0,4.402778,51.62371785166263
7.847222000000001,1.9861109999999995,14.361111,0.127,10.0,0.625,60.767141
8.930556,0.5972220000000004,17.069444,2.4765,244.0,1.7361109999999993,60.906628
10.0,2.9444440000000007,17.208333,0.0,245.0,1.6527779999999996,56.550603
19.021353611639142,5.569444000000001,16.347222,2.4765,248.0,3.0694440000000007,58.992213
10.569444,7.375,15.027778,5.3975,244.0,5.638888999999999,71.964676
11.041667,6.208333,17.847222,7.8105,241.0,6.208333,72.798897
12.0,4.597222,19.277778,0.4445,244.0,5.138888999999999,63.443154
12.444444,13.190830262132824,19.597222,2.4765,200.0,5.041667,60.858159
11.583333,6.833333,17.013889,2.4765,244.0,6.791667,72.616189
11.208333,7.222222,16.069444,11.684,239.0,5.652778,69.920123
8.166667000000002,13.903572480124591,12.444444,3.7465000000000006,203.0,4.574074,78.17215
11.972222,7.444444000000001,18.472222,7.450667,241.0,7.138888999999999,72.534882
12.111111,6.819444000000001,18.166667,0.084667,245.0,5.916667,65.926735
12.611111,8.888889000000002,17.708333,1.0795,245.0,8.125,74.344305
13.097222,8.916667,17.25,0.127,246.0,8.611110999999998,75.245961
13.986111,10.125,18.777778,3.640667,243.0,9.569444,75.412464
12.277778,13.913506670894504,15.569444,4.572,10.0,10.347222,88.289949
11.430556,8.347222,14.583332999999998,14.859,237.0,9.555556,90.456296
9.833333,6.611111000000001,12.458333,12.7635,239.0,8.925926,95.853654
10.666667,5.875,14.180556,20.955,233.0,9.263889000000002,91.090866
12.208333,9.125000000000002,15.694444,40.55971527514314,243.0,9.861110999999998,85.641073
12.611111,6.458333,19.208333,0.635,244.0,8.972221999999999,78.792021
12.541667,6.875,20.444444,2.6035,242.0,8.958333,79.083352
12.930556,9.430555999999996,17.680556,9.017,51.0,9.944444,41.44880981118202
11.055556,6.777778,14.183472325694082,2.8575,210.0,9.148148000000004,90.441771
10.402778,4.5,15.916667,8.89,240.0,6.708332999999998,78.656469
11.861111,4.597222,18.180556,2.0955,10.0,5.638888999999999,65.95309
14.445154156232476,8.194444,18.25,0.3175,246.0,6.722222,50.349672639010784
13.527778,7.25,19.777778,39.34347279310417,240.0,9.305556,76.214448
15.986111,9.597222000000002,14.86620762798792,4.191,216.0,10.51813312569082,70.317199
16.75,10.319444000000004,23.541667,5.1435,239.0,9.819444,64.088891
18.458333,10.597222,25.847222,5.0165,236.0,11.361110999999998,47.84305398064279
18.458333,13.555556,23.375,38.66697546007967,237.0,8.833333,54.12845
16.511989812260868,9.680555999999996,23.930556,5.0165,241.0,8.194444,48.36267630167508
16.875,10.277777999999998,23.25,0.0,243.0,10.208333,65.422547
17.041667,11.694444,17.656597689740803,28.39211499432158,203.0,4.282029426723421,61.162277
15.305556,9.291667,20.277778,0.084667,244.0,10.013889000000002,71.439204
10.819444,7.083333,15.569444,7.3025,241.0,9.370369999999998,91.029003
9.407407,5.833333,14.240741,51.900667,224.0,7.833333,87.856006
11.37037,13.922585762623488,15.37037,17.695333,197.0,8.851851999999997,84.620399
11.648148,6.129629999999999,16.722222,4.656667,10.0,15.27174225112033,89.605284
11.291667,6.944444000000001,14.583332999999998,5.0165,243.0,9.652778,89.657753
25.33984644245386,7.25,16.305556,16.3195,238.0,9.708333,87.370594
11.638889,9.041667,15.819444,9.906,10.0,15.102790099907637,82.439015
14.180556,12.55553091445172,19.944444,1.524,61.0,6.180555999999999,59.077449
14.763889,7.222222,21.458333,0.0,243.0,6.041667,56.472952
16.638889,12.862948012101771,23.138889,0.0,199.0,7.305555999999999,55.531454
18.277778,10.652777999999998,25.527778,35.19201108177805,20.0,7.763888999999999,50.96809
18.791667,11.097222000000002,25.958333,2.54,240.0,10.736110999999998,59.932527
20.361111,12.877849298256637,27.180556,9.9695,194.0,13.069444,63.512266
17.541667,12.569444,25.5,2.4765,240.0,12.069444,71.985068
16.083333,11.277777999999998,21.888889,1.397,244.0,10.392512290636065,70.651315
17.138889,10.333333,23.805556,12.5095,234.0,10.861110999999998,67.30444
18.0,10.569444000000004,24.694444,0.0,242.0,10.847222,63.105366
17.763889,13.32086254095471,24.388889,1.143,207.0,9.383882547060969,63.740286
18.138889,11.763889,15.716683716544566,0.0,209.0,11.611110999999998,66.08939
18.041667,10.791667,25.513889,0.084667,239.0,10.916667,48.85406465642512
17.444444,11.25,23.277778,0.0,243.0,11.638889000000002,69.273159
17.847222,12.138889,23.75,0.0,242.0,13.013889000000002,73.757708
16.425926,12.574074,21.962963,0.0,243.0,13.129630000000002,80.955104
17.62963,12.176020629209756,15.771563412598963,6.942667000000001,10.0,12.666667,73.087369
15.296296,8.240741,22.037037,35.54824857220602,30.0,12.925926,85.811066
12.5,7.5,17.240741,8.466667,10.0,10.296296000000002,86.57384
15.222222,8.361110999999998,20.0,6.7945,10.0,8.916667,67.874658
14.018519,13.642201566584646,20.592593,0.0,201.0,11.129630000000002,82.890598
12.569444,8.027778,17.402778,16.51,10.0,9.680556,83.267646
11.222222,6.203704,17.111111,39.7616796937952,241.0,7.092593000000001,75.706454
10.055556,5.888888999999999,16.481481,18.711333,229.0,6.194444000000001,47.21048876804805
13.888889,9.986111,18.888889,10.498667,241.0,10.7475390906328,65.274171
13.069444,13.542354447406291,18.166667,4.0005,10.0,9.625,79.787479
14.25,9.125000000000002,19.625,13.843,20.0,8.847221999999999,70.14896
14.125,8.583333,19.777778,0.0,245.0,8.319443999999999,68.761472
15.069444,8.361110999999998,20.944444,1.608667,243.0,8.652778000000001,66.44436
16.652778,11.944444,21.611111,1.185333,241.0,9.666667,48.94302633056176
13.333333,8.486110999999998,18.791667,1.27,244.0,10.722222,84.563907
14.166667,9.333332999999998,19.347222,6.477,10.0,8.972221999999999,71.573483
14.569444,10.569444000000004,19.680556,0.381,245.0,9.652778,72.683168
20.49037859938621,11.0,22.236111,0.508,247.0,11.194444,71.91599
18.083333,11.013889,24.069444,0.1905,243.0,10.081271371697426,69.429446
19.347222,12.430556,25.597222,0.0,242.0,10.930556,58.940767
19.902778,13.638889,25.236111,0.0,243.0,9.185654093683604,60.326451
20.930556,12.791667,28.319444,0.0635,240.0,13.472222,63.265459
20.638889,14.875,28.527778,0.4445,240.0,15.083333,70.796825
20.611111,12.823772050113975,28.666667,1.016,197.0,13.861110999999998,65.353646
20.277778,13.944444,26.402778,6.4135,41.0,14.138889000000002,68.491955
20.583333,12.83825968415153,26.597222,2.54,197.0,13.458333,65.015668
21.222222,15.569444,26.680556,0.4445,242.0,10.15341944813192,70.11992
